previous_text,current_text,emotion,context_type
@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken,totally having austin powers withdrawl symptons and Darrius withdrawl symptoms and mommy and minne withdrawl syamptoms.,worry,emotion_shift
@joywilder That's a popular one! (cccd)  Thx for replying,photo session + mother-daughters bonding session = happy me,happiness,emotion_shift
"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application","@gretchenrubin I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",happiness,emotion_shift
"@cathjenkin when I see all the moms' on twitter and their tweets, I know its gonna be worth ir",@jimmydouglas Thanks! I'll have to have you guys over once we have furniture.,neutral,emotion_shift
@KrissWouldhowse I WANNA GO.,@JESS_TRUESDALE lmao! you a mess.  Im gonna be in ATL in a few weeks,fun,emotion_shift
"So, I need to make a lot of money tomorrow",@fareforward   do you need to go on a bike ride?,empty,emotion_shift
"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man",@robertfreedland it IS a universal treat!!,surprise,emotion_shift
Is Bored at Home,"y do i even bother getting a new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool",hate,emotion_shift
@iantalbot  Who was it that said Vive le difference to me only the other day? ;-),"When you see me, point and laugh. I'm ugly.",sadness,emotion_shift
"nothing much on tv, seen most of the good stuff...think i'll go to bed soon, but it's too hot to sleep",watching a youtube vid of @jonasbrohters sing paranoid live  @njbond007 is so cute when he sings lol,enthusiasm,emotion_shift
@lownleeeynjul oh that stinks..,My english is broken,worry,emotion_shift
has a saw thumb from playing Virtua Tennis...,arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.,surprise,emotion_shift
@brian_jenkins nothing yet,&amp; more #&lt;3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,neutral,emotion_shift
had to take my baby to the vet again today,I'd like to thank my normally only randomly working internet for actually staying up from the moment I sew the tweet until now.,love,emotion_shift
"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!",@DisneyLuis Aww what happened?,enthusiasm,emotion_shift
My tummy hurts...,"@LimeIce Err, I get that  Now, with the TimThumb, what's with the url?",enthusiasm,emotion_shift
I wanna go to the beach...but I have to study,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates,worry,emotion_shift
"home, don't feel like going to work tomorrow",@BuddingGenius you dont say,surprise,emotion_shift
Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,"Star Trek was GREAT yet minor details needed to be worked out, but I give it a Thumbs Up, regardless!",fun,emotion_shift
@thumbprints The winds nearly blew you out of the outfield.,"Built a mini CDN over the past few days.. only has 3 locations (AU, EU, US) but it has GeoIP - quite fun to meddle with",fun,emotion_shift
Was just in a wreck. Getting real sore now. It was their fault and they didn't have insurance. Was planning to go to the wedding tonight,"Apple is also rotten in the center, just my luck",hate,emotion_shift
bored bored bored. nothing to do today besides work at 5,"@afrolicious Chile, I gotta study   But I do hope to catch an art show or sumshin...i need to get out.",worry,emotion_shift
look how @exotic @BADDESTnLA choke on this dick talks to me,Is listening to the new jonas brothers song,neutral,emotion_shift
@Aonir awww don't be sad  we'll download a copy for you!,@JammieAdams No you are not having my favorite drink without me  lol,fun,emotion_shift
Ughh from the filling in my tooth my ear is starting to ache ! What a life,1:36 AM screw it im going to bed... one love,boredom,emotion_shift
@danisometimes  sadness. you could hang out with me and feel less apathetic.,Did you know you can shop for AVON online... Its true.. Check out my site: http://www.youravon.com/krystalmoore   Thanks,surprise,emotion_shift
Said The Whale &amp; Mother Mother? OK!,"@MissxMarisa we had scones this afternoon!! they were great  we're gonna make cupcakes this week, on Wednesday!",happiness,emotion_shift
@wolf_gregor Great avatar,"@courtney_ozaki LOL you gooot that riiight!!  i mean, how can you not twatt about something so cool xD",fun,emotion_shift
@djmicdamn hey yu lil fucker i textd yu,@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,fun,emotion_shift
You can't even gift money away these days.  re: http://ff.im/3lqUx,heading to Sam Adams Brewery... but can't sample it when I get there,relief,emotion_shift
weee! internet is back here at home!,@mikeavila ack! I just read about your show  that's horrible!!! No accounting for taste.,anger,emotion_shift
I'm missing everything at work  I want pix of @ipinklemonade !!,"hopping in the shower,  @ricandhislife you can help me tidy my room  its a shit hole, mums fucking friends",hate,emotion_shift
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,@chaosandharmony Where are you at the mo Becks??  Guessing it's you.  Met you Tga WBW when you spoke there last yr. Business or holiday?,enthusiasm,emotion_shift
Just got up thinkin about how weird it is w/out our dog,Took a short nap now Im ready for work. My sun burn hurts,empty,emotion_shift
@haikubirdie If only  I may make one out of dental floss later.,@kirkfranklin @therealmarymary yall my auntie jus got n a bad car accident...pls pray with me 4 God's will 2 b done...,sadness,emotion_shift
"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!","is having a well-deserved break today..NO PHONE CALLS, NO EMAILS..only plenty of catch up movies to doooooo",relief,emotion_shift
"@JanSimpson good afternoon, hope you have a great week",@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him.,hate,emotion_shift
"The old internet is fairly boring today, nothing new on it",@elijahr26 Hey thanks for following  Love the name Elijah thats what im going to name my Son,love,emotion_shift
@ZuriEventsLLC aww I wish the same thing...,"@JennWebb Yeah, I kinda got over the whole Barry Manilow phase.",neutral,emotion_shift
@pampian I want to know who is that ??.6  I tried to ask P'KIA but he still not reply me  but now he change his status to 'away',Star Trek rocked!  It was WAY better than I expected,fun,emotion_shift
@supergirlnancy sorry  All the codes I have are posted on our site,"@MelissaPan ah the Computer's not in my room  on BBerry right now, and Youtube charges D: !! Heyy, how about you, aren't you tired XD?",worry,emotion_shift
"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction",sorry for my lack of tweets  ive been buzy. new vid this saturday!!,worry,emotion_shift
@stephenTiano Esp with Twitter access! the party NEVER stops - even &quot;at nite&quot; cuz it's always daylight &quot;somewhere&quot; around the world!,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long",boredom,emotion_shift
@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones,wow...you leave facebook alone for the weekend and get 60 new notifications. WHEW!,love,emotion_shift
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",Some guy just said he wanted to spank me,worry,emotion_shift
super duber high! this klondike bar is thee business.,@sharkattack44 i wish there was an &quot;i like&quot; option (like fb) for things like this,sadness,emotion_shift
[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",love,emotion_shift
rec game....trying not to cry...the pain is to much..i need him...can't lose him &lt;/3...my heart is breakingg,Morning peeps... If you need to get at me you know where I am... I'll be around  ? http://blip.fm/~5jtyh,fun,emotion_shift
Wanting to leave work early today but stuff keeps accumulating.  this Friday is so a Monday in disguise. lol,@mandzz ohwwww  whatever I'm excited anyway.,neutral,emotion_shift
"'Whats your stand on gay marriage?' - me. 'what the fuck natalie, stop asking me these gay ass questions! Go get a job!' - dad.",@half_a_mind Chris and I are staying in Glasgow instead cause there is absolutely no accomodation in Edinburgh due to the marathon,sadness,emotion_shift
@lexia Or even listen to Susan's green policies,"@ginjagin That's great Bastos!  I'm happy for you. You gonna do the mabaho leg, to celebrate? haha",fun,emotion_shift
@DaysofBigWheels I wish I could see that first hand,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",worry,emotion_shift
Is hungry with a sub,"@tyk505 I want 2 see that movie, too!!  Have fun!",love,emotion_shift
"@skotot Oh, that said, the sellout was a fluke. It turns out the projector was broken.   I still think the film is bloody good times, tho.","@thebookpolice actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.",hate,emotion_shift
"@JennaMadison Ooh, coffee!  Great idea...  want one??",It's agreed if i find out who this girl was I'll punch her from everybody  xxx,hate,emotion_shift
@davidarchie I couldnt come to see you in Southend on the 2nd as I couldnt get the tickets :[ Ill have to come see you when you solo tour,@ayanakamura0428 so excited for you and Paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,happiness,emotion_shift
"im a pro at bbqing like. everyone loved my food, apart from the tesco man who said he was in a rush  mabye he didnt wanna be poisoned? idk",is going to run a circle...also...ab zum Spooohort.,neutral,emotion_shift
@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,"@google aahh google, you never fail to make me smile http://twitpic.com/4w9rp (via @richiban)",fun,emotion_shift
Anyone having twitter issues? It's eating my tweets.,I sunburnt through factor 30,surprise,emotion_shift
I can't upload a picture. Everything's too big,@modmark hope y'all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,love,emotion_shift
i am going to be staring at hello kitty's face at 3-9,No matter what I ALWAYS find out the truth.,relief,emotion_shift
"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",I got dropped froma coupla ppl that were following me  Damn Detroit Fans!!!,hate,emotion_shift
Even ARNOLD couldn't save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,#ivealwayswantedtosay Sorry to his wife also for moonying her...she was a lovely lady and it was a dare...she did not deserve that!,worry,emotion_shift
Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht,My throat is on fire,anger,emotion_shift
"@Laura_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",Unstable broadband and electricity taking toll on my mental stability.,empty,emotion_shift
swine flu outbreak in cayuga county we have our first case,"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction",enthusiasm,emotion_shift
"@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!","@patricklanglois I simply loved the pic. I'm glad you're happy, that's makes me feel happy too  love you &lt;3",love,emotion_shift
Spoke out in class again  now the dreaded ch13 bio test,"Going home  but when i get home , BLACK BERRY ! WOO HOO  . . . and get to see presten ! &lt;3",worry,emotion_shift
on my way to my dad's with my sistas..  r.i.p. Deb..,@MrPerfect919 i did have 1 n i still do...this job is so dead 2 me right now...,worry,emotion_shift
"Hour til lunch, can't wait. Ima go to Mcd's","Ah, the bank holiday shift at work. What fun",relief,emotion_shift
"booziest weekend in a long time, good fun though!",Sugarland. So hot outside.  why so much hotter than the northwest?,worry,emotion_shift
"@MCFAN247 Glitter, she sings on it!",Ive finished 4th year!!! Argh Uni is going soooooo quick,fun,emotion_shift
http://www.twitpic.com/4wp26  i made a cake for my mom  she loved it ? yay,Back to reality... boo,sadness,emotion_shift
well...gotta grab at least an hour and a half sleep before the girl's get up for school...gawd the life of multi-taskin'  night/mornin',"@joseevans Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",empty,emotion_shift
Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,@scaree  I hope today just flows through and lots of nice things happen at work so you come home happy,relief,emotion_shift
"@mitchelmusso i want to but i can't call you cause i live in argentina  I really really love you mitchel! You're AWESOME, you Rock!?",dang ya'll mothers day already. goodnight twitter world. i start shooting monday.,neutral,emotion_shift
Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,@anieszkaa haha i did a ltiitle bit yesterday and ive been out all day  so i think ima chick an allnighter  hahaha NOT COOL,anger,emotion_shift
"@shanselman still no class loaders, or even custom assembly loaders","@dazzledbydiaper Everyone, please welcome my new friend, Kari, with a warm follow, as she just set up her twitter account tonight",enthusiasm,emotion_shift
It's supposed to be even hotter today than yesterday.  Wearing shorts to work.,a bedtime story pls....,hate,emotion_shift
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,Got my new phone - now to program everything since my old one had no memory card like this one,relief,emotion_shift
"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage...",@aduquette I know. It's not hard to NOT click reply.  Sorry to hear about the possible stomach condition  Sucks to deal with.,relief,emotion_shift
@StreetPaparazzi  whenever you are mama!  Let's do it,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.,surprise,emotion_shift
"@nadiabeckett Ha ha, might be - I've doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",eating oreos and milk,relief,emotion_shift
Rainy Mondays... Is there a better day to work at home?? I am thankful!!,@ncreations MBB has been cryopreserved. May return in the future...,boredom,emotion_shift
just played volleyball?,"Sometimes I hate myself, but that's normal so I don't worry bout it",hate,emotion_shift
@PhilippaJane the &quot;no pants&quot; idea could be the new attempt world-wide to attract business back to the airlines.,@NickyTvf have a good show,love,emotion_shift
@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family,is making a cuppa coffeee,empty,emotion_shift
@kgthagreat yea tre hood claim thats atl theme song which it aint!! lol  but its a youtube vid. that i posted yesterday,"@stephanie_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha.",happiness,emotion_shift
Just took a shower.We're gonna go to Church.Time to thank Him for my mother.,what a fantastic saturday,happiness,emotion_shift
@JohnnyDeppNews EXACTLY!!,on no bsg might just have made me cry,neutral,emotion_shift
@vickytcobra ohhh wonder what happened?,My phone works! Its whack. Well good morning. Gonna go eat breakfast with neil before school starts,relief,emotion_shift
@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,omg i realy can't sleep ughh,boredom,emotion_shift
@KalvinClein hey! thanks for following  how is it going?,Feeling bad that @muemerry didnt get to see UP,sadness,emotion_shift
"feelin depressed ,, i miss you soo damn fcking much besties  ..i wish i wouldnt have left yt","@mrated Yeehah, quality",enthusiasm,emotion_shift
"@sophieveronica Ha-ha abbreviate it , so it's not so bulky","@orbitaldiamonds awww bb, you sound lonely  I want to drive up there/fly and snuggle you too",love,emotion_shift
@MichelleBlanc Fï¿½licitations!,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh,boredom,emotion_shift
Just made the perfect fried egg,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls,anger,emotion_shift
@theodorag Yep! It's just quarter til 4 now.  I'm going to try to sleep now that my headache is subsiding. Take it easy Teddy!,About to clean my room,relief,emotion_shift
"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up",Ooooh Kay! Its time for me to stop twitterin and get going...,relief,emotion_shift
hold on to what you've got,just found out that selena gomez's birthday is 6 days after mine,surprise,emotion_shift
Got the BrainBone daily question wrong!  - http://bit.ly/11dd2T,"@toddlucier Thanks! I love it they have a video, so you don't need to download if they don't offer everything you want  Will try!",love,emotion_shift
@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.,@Donny_B if you're in leeds you can have one from me,empty,emotion_shift
@EnvyAmor I'm sad that I missed you guys last night!,Going to Houston and Nola this weekend with @jill5455. Who wants to join us?,enthusiasm,emotion_shift
@Wossy The Killers where the best. A bit disappointed that the last song was cut short  Can you watch it in full on Iplayer ?,"Grabbing a snack and a drink at chili's, but the power just went out. Before I got my food!",anger,emotion_shift
http://twitpic.com/4wk9i - I should really try a different pose some time.,"@KristySlater this has been like the never ending story....all I seem to be doing is packing and now unpacking!!! Soon over, great here",neutral,emotion_shift
@MabelandViolet I was going to send you the photo by DM but can't as you not following me...,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`,enthusiasm,emotion_shift
"@sammoran BTW, 'nathanfillion' is trying to beat his Flight Control score as well, maybe you should follow each other?",This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,sadness,emotion_shift
@simonFerrari @meblair I thought @starbucks was against licensing stores bc it takes away from the experience they want to provide,"Watching Almost Famous with Andrew, Michael, and Yolanda",neutral,emotion_shift
"Gonna miss you Nanna &amp; Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  Love you x Will do mitchel",My besties. If only @ddlovato was there.  on Twitpic http://ff.im/-3o32G,empty,emotion_shift
@mitchelmusso I can't call Mitch!  Im from sweden!,It's not now... Nor has it ever been Weigly North!! Have avoid drive home!!,hate,emotion_shift
@chloesmith22 haha. Your a loser.  ily,Stood outsiden got the WORST butterflies everrrrr!,enthusiasm,emotion_shift
@LeslieCraig haha maybe someday I will be your publicist! that's what i am going to school for,"You make me smile....it will get better, you have to believe that",love,emotion_shift
Trader Joe's &quot;sushi&quot; is a fail.,@mcpactions bugger didn't know that  shame people have to stick there nose in!,hate,emotion_shift
@duckout Whole Earth Festival,workout stunk...no headphones.,sadness,emotion_shift
Boredddddd Follower @meryreino Shes AMAZING!!  *Broken*,"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",hate,emotion_shift
"@LMcreation yes, Mondays are hard!  Hope you have a great day too &amp; have the opportunity to get out at some point into the sun","@littlebirdyband new album is truly genius, so happy with it",love,emotion_shift
@sallyorourke What do you mean by your portfolio is sad?  No luck here.  I've applied about 30 places so far.,"&quot;Its a calander.&quot;Calendar!&quot; COLLANDER!&quot; Bahaha, That part was hilarious, of course, the whole thing was hilarious",worry,emotion_shift
@DonnieWahlberg and now I have to shut computer down and get ready to go home from work....what a bummer.,Early monday cramming... yay. Only a few weeks left,enthusiasm,emotion_shift
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",http://twitpic.com/4w9ce - my future car ! I love it !,relief,emotion_shift
@bailann &quot;May the 4th be with you.&quot; That's why.,@marafromci its bout smoking weed,enthusiasm,emotion_shift
@jamiexvx join the club.,@tatiiiiv me too Tatiiiii!!!,empty,emotion_shift
@comedy_dave meany,"@LimeIce Err, I get that  Now, with the TimThumb, what's with the url?",enthusiasm,emotion_shift
Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,@Lopimpson14 HELLOO,empty,emotion_shift
Cant find my red lighter that reminds me of Amy,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,enthusiasm,emotion_shift
Healthy Wishes. I may just start saying that.,@SelenaGomez selena's mom congratulations' have a nice day,happiness,emotion_shift
@udupendra I'll keep that in mind when he gets tonked for 40 off his 4 overs.,"@Mangowe You're welcome, I am off for some merry noddingtons myself soon. It's not even dark!",worry,emotion_shift
@shababi88 i love the game! that's my show... suuuppper pissed it got cancelled!,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,anger,emotion_shift
@ZirconCode I like how the binary code under your name says ZirconCode as well. XD It's looking very nice. Better than before.,@astrylnaut yeah talking to you was too boring,boredom,emotion_shift
@claudiatan http://twitpic.com/4jber - aww .... then we wonder why they hate us later..... lol!!,"is predicting a heavyweight battle between Lakers and Cleveland on the Finals! Well, hopefully! *crosses his fingers*",worry,emotion_shift
"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",@mitchelmusso WISH YOU COULD CALLL ME  DO U HAVE A UK MY SAY NOW NUMBER? UR ACCCE! X,relief,emotion_shift
@colbycolberson then stop staying out all night,alicias tonight? idkkkk. ughhh,neutral,emotion_shift
@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes,mmmmm my hair smells guuud.  the wonders of &quot;pantien&quot; ;D,surprise,emotion_shift
"I have an awesome picture of happy pint, but it's not sending","@Kweeenie He's too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",surprise,emotion_shift
@TerrenceJ106 yooo! Its rainin dumb hard out.,Managed to finally get through to someone who had left a message earlier today. Old dog already put to sleep,relief,emotion_shift
Is ANYBODY up? .... I'm sooo bored!,"@TheRaj I kind of figured. He'd probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",worry,emotion_shift
so I'm kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,"@nyisles if you like those cookies, you are going to LOVE my cookies   Lars Tetens cookies that is. You coming to see us on 5/16?",fun,emotion_shift
@mamacapps  Know I'm not the only one.  Just harder on me.,The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.,surprise,emotion_shift
@emmyrossum ah  Hate it when that happens! The Race to Erase MS is this week. Are you going?,@vrowhani nope - just playing with one  i think i'm going to wait for the next iphone,relief,emotion_shift
its so sad when the dad dies  hakuna matana it means no worries for...,My lesson is finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,enthusiasm,emotion_shift
Smackdown is a lot more boring without Maria.,@amysav83 you'll be fine  don't worry ... good luck again,worry,emotion_shift
Aw I wish I was in Ireland  @neilhimself,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!,anger,emotion_shift
Just ordered an ASUS Eee PC.,@m_jonas101 WOW they're totally amazing and they're more than awesome,fun,emotion_shift
@EADave HEY HEY ready to come to oklahoma?,@CHACITY has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,sadness,emotion_shift
"@ginamc she's been watching the cartoon clone wars, and she's totally into the force.  Shannon won't let her see the live ones yet tho","@JGDemas Hey Muffin, good morning to you! Grt textin wif ya last night",enthusiasm,emotion_shift
. @wickedblueglow he's in bed sick. Heavy fever. Went to dr's. Part of the reason i'm watching Aladdin 2 now and still haven't been fed,look how @exotic @BADDESTnLA choke on this dick talks to me,empty,emotion_shift
"@amalinaaa You said your getting McFlys live album 2morrow, whats it called?  xx",@cindaxo the straightener's another 110 pounds though. Seems pricey,anger,emotion_shift
48 days till brighton,morning done my school work doing nothing all day now  what about u twitters,empty,emotion_shift
@Courtney_ @beachbum77,@jackoolz anywhere!!! i don't mind...as long as i'm superman and there's good music...all is sweet,fun,emotion_shift
....dont act like your not impressed,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,happiness,emotion_shift
Just Finished My English Final...Just One Step Closer To The End.,Moving in the rain is not fun. Last day in the Hamptons,boredom,emotion_shift
I like airports.  I can't fucking wait until friday! I want it to be friday right freakin now!,Is everyone for coffie?,love,emotion_shift
listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that's wrong grammar but a real fact !!,"@danielbachhuber if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",sadness,emotion_shift
@melissaar I know you didn't agree with. It just angered me. Sorry for going postal.,@poopiesanchez in clearwater,empty,emotion_shift
@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken,@AboveAllFabric  Hells Yeah. Block away. Just not sweet lil' ole me.,worry,emotion_shift
at last i wr0te again....got bored the previous dayss....,i hate rain and people.,hate,emotion_shift
it was actually so hot today ..the sun has got his hat on . every one has got a tan except me,my brother left me for the day now I am here by myself,boredom,emotion_shift
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,"@melissa_paige92 AMEN! Clearly, if they did know you, they wouldn't be able to say that! You're WONDERFUL!  I get it too, though... sucks",sadness,emotion_shift
Sitting in on a Friday Night Bored,Done with my drew and jayk handmade gifts now watching old menudo vids,relief,emotion_shift
back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.,"@olafsearson Lol - I could try!  Seriously tho, dont do all of it! That sucks! xx",anger,emotion_shift
Wtf was that crap 5 mins before the marked closed...FAZ you cost me 4 grand,"@itsgabbith oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code",worry,emotion_shift
"@katrchrdsn Without whipped topping, there is no shortcake.   #shortcakefail",I think I've forgotten to mention some people on my video,worry,emotion_shift
@johncmayer What does it matter? We ALL love you.  Take your pick. HA!,"just woke up, no school today, we are free",relief,emotion_shift
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,umm i failed 3 classes - mom's beating my ass in school on monday . RIP Nira .  &quot; yayyy &quot; (the &quot;yay&quot; was a sense of sarcasm) -___-,worry,emotion_shift
i think i have a fever,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,sadness,emotion_shift
@BeckyPidz You charmer   Do you like football too?,Happy Mother's day to all the mom's out there in twitter-land!,enthusiasm,emotion_shift
San Francisco traffic lights hate me.,Sacramento does not have nice weather. Sacramento has dry and hot weather. I hear it's raining in LA.,neutral,emotion_shift
So why did my internal alarm clock wake me @ 630am?? I have another hour before my external alarm goes off! I'm wide awake tho??,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do,neutral,emotion_shift
says Goodmorning.  http://plurk.com/p/x2bm1,ughh feel rubbish,hate,emotion_shift
@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",sadness,emotion_shift
"CCï¿½s video for Long Gone premiers today on yahoo, dont miss it: http://new.music.yahoo.com/videos/premieres/ AWESOME video and version",Going to see star trek,worry,emotion_shift
It's gonna suck being the only sober one tonight,@tommcfly How dare you apologize to the UK for being gone for a while but don't apologize to america for never touring here at all!!!,hate,emotion_shift
@Kenzonian Yes I do! And I'm still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,Heading to the airport,neutral,emotion_shift
"maxin' and relaxin', almost bed time","I think I might have to call it a night. Getting that falling feeling, need to fall into bed. Night, night, tweople!",boredom,emotion_shift
"@wethedan nope, would be no music","@aral 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?",surprise,emotion_shift
First time I'm going home early  sucks to b single no one to call,Its Friday! Only 5 more hours until I'm free!.....until tomorrow.  oh well,relief,emotion_shift
"@kellykfog Totally unsurprised that Dave isn't coming back to 10@10. But Annalisa is wrong for it, opposite of big warm mellow Dave.",@jeremyfritsche your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,worry,emotion_shift
Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel,Just found out that Mad Men season 3 is delayed until August.,sadness,emotion_shift
"Should have gone to bed ages ago, damn you tedtalks!  Gotta get up early too",Just found out my parents are putting down my dog tomorrow morning. Upset,anger,emotion_shift
Watching wizard of waverly place,working on the climb season 2 episode 5!!,enthusiasm,emotion_shift
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,&quot;i hear its wonderful in california.&quot;,fun,emotion_shift
@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken,@chaddlesm Good Luck,enthusiasm,emotion_shift
@SuzzyqOtstyle me too chick,Have you ever realized you never fully have everything you want?  feelin' down.,sadness,emotion_shift
"My copy shipped Friday, if it shows up today, I'll tune in.",Need to sleep but can't,sadness,emotion_shift
Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don't mind the video quality.,My stomach is killing me do j can't sleep,hate,emotion_shift
feels like crap whenever she lays down. @)(1+-'$#! I hate heartburn &amp; backaches!,"@middleclassgirl excellent, that's always a win..  i'm just dealing with a small clique of passive-aggressive, resistant managers..",empty,emotion_shift
@One_Bloody_Poet What's the matter?,"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!",love,emotion_shift
"@kraeth She really loves that ride, doesn't she?  Too bad I wasn't there recording it",@tarng Trudy's off Burnet...the one up north that no one goes to,empty,emotion_shift
@juicystar007 Both of you,@PirateTimmy hopefully it don't go that far  sometimes I feel like renouncing my roots,anger,emotion_shift
taking requests for nkkairplay,and wtf at little 9 year old wanna be thugs? ugh why can't everyone just be friends and not in cliques like back in the old days,sadness,emotion_shift
Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn't so far away,Today is a blessed day,love,emotion_shift
@thodwris RIP Michael,@HIstapleface answer my really cool questions,enthusiasm,emotion_shift
